-,-,-
396.972656, -911.865234, 146.972656
399.414062, -869.873047, 124.023438
483.886719, -763.427734, 161.132812
702.148438, -429.931641, 295.898438
1084.960938, 313.964844, 464.843750
1406.738281, 466.796875, 753.906250
540.527344, 168.945312, 539.062500
-195.068359, -285.888672, 218.261719
-617.431641, -128.662109, 222.656250
-1308.837891, -550.048828, 138.671875
-1526.611328, -381.591797, 310.546875
-1999.755859, -1323.974609, -240.478516
-1999.755859, -818.115234, -19.287109
-1999.755859, -626.708984, 333.984375
-1706.787109, -239.013672, 533.203125
-1412.353516, -251.708984, 526.855469
-,-,-
527.343750, -566.162109, 153.808594
419.433594, -447.021484, 113.281250
782.226562, -294.677734, 245.605469
664.550781, -244.873047, 284.179688
699.707031, -21.240234, 496.093750
809.570312, 120.117188, 332.031250
242.187500, 47.851562, 610.839844
-628.173828, -614.501953, 410.156250
-1614.990234, -1290.283203, 291.015625
-1748.779297, -1524.169922, 447.265625
-1999.755859, -1685.302734, 391.113281
-1759.521484, -1169.189453, 487.304688
-1368.896484, -746.826172, 504.394531
-1234.619141, -586.669922, 680.175781
-1078.857422, -417.724609, 276.367188
-552.978516, -427.978516, 430.664062
510.742188, -393.310547, 43.457031
885.742188, -977.294922, 1013.671875
656.250000, -1423.095703, 650.878906
-,-,-
774.902344, -407.958984, 282.714844
902.343750, 92.773438, 487.304688
1067.871094, 358.398438, 629.394531
761.718750, 414.062500, 455.566406
700.683594, 209.960938, 470.703125
146.972656, -4.638672, 548.339844
-1313.720703, -1106.689453, 112.304688
-1717.529297, -1647.216797, 212.402344
-1647.705078, -1522.216797, 520.996094
-1708.740234, -1324.951172, 365.234375
-1507.080078, -1242.919922, 489.257812
-1550.537109, -800.048828, 296.875000
-1271.240234, -555.908203, 491.210938
-1204.833984, -450.927734, 303.710938
-768.310547, -289.794922, 369.628906
20.996094, -516.357422, 289.062500
973.632812, -843.505859, 957.519531
759.277344, -1319.091797, 988.281250
671.875000, -1205.810547, 965.820312
-,-,-
614.257812, -625.732422, 347.167969
660.156250, -471.435547, 395.019531
936.523438, -112.060547, 694.824219
1048.828125, 66.406250, 700.195312
818.359375, 185.546875, 701.171875
731.445312, 213.867188, 290.039062
448.730469, 212.890625, 317.382812
-754.638672, -485.595703, 83.496094
-1124.755859, -755.615234, 263.183594
-1901.123047, -1467.529297, 310.546875
-1821.044922, -1397.216797, 512.695312
-1896.728516, -1404.052734, 514.648438
-1555.419922, -1119.873047, 590.332031
-1380.126953, -715.576172, 640.625000
-1263.427734, -481.201172, 587.402344
-1120.361328, -346.435547, 417.968750
-631.591797, -323.974609, 431.640625
298.828125, -476.318359, 162.109375
912.597656, -1008.544922, 787.597656
912.597656, -1372.802734, 1071.289062
567.382812, -1156.982422, 859.375000
-,-,-
682.617188, -312.255859, 392.089844
452.636719, -362.060547, 177.734375
891.601562, -179.443359, 550.781250
1077.148438, 30.273438, 643.554688
1138.671875, 187.500000, 761.230469
828.125000, 194.335938, 518.554688
527.832031, 194.335938, 232.421875
-26.123047, -41.748047, 516.601562
-1390.869141, -739.501953, 376.953125
-1839.111328, -1410.888672, 418.457031
-1999.755859, -1539.306641, 683.593750
-1999.755859, -1193.115234, 678.222656
-1787.353516, -1032.958984, 290.039062
-1497.802734, -547.607422, 440.429688
-1212.158203, -446.044922, 601.562500
-1034.912109, -308.349609, 389.648438
-460.693359, -360.107422, 254.882812
363.769531, -583.740234, 634.277344
1070.800781, -1084.716797, 988.281250
809.570312, -1339.599609, 962.402344
-,-,-
623.535156, -440.185547, 439.941406
759.765625, -262.451172, 420.898438
1183.105469, 170.898438, 833.984375
1183.593750, 278.320312, 701.171875
734.863281, 182.617188, 470.703125
821.289062, 221.679688, 149.902344
439.941406, 325.195312, 328.125000
-1419.677734, -664.306641, 219.238281
-1962.158203, -1423.583984, 306.152344
-1999.755859, -1565.185547, 764.160156
-1999.755859, -1292.724609, 532.226562
-1644.775391, -1013.427734, 482.421875
-1284.912109, -587.646484, 649.414062
-1309.814453, -559.326172, 571.289062
-909.912109, -245.361328, 605.957031
-483.154297, -175.537109, 250.976562
410.644531, -818.115234, 371.582031
893.554688, -1192.138672, 937.011719
779.296875, -1196.044922, 814.453125
-,-,-
926.757812, -326.904297, 190.429688
1001.464844, -101.318359, 164.062500
1125.000000, 185.546875, 384.765625
903.808594, 249.511719, 540.527344
1010.742188, 236.328125, 394.042969
789.062500, 274.414062, 530.273438
-20.751953, -324.951172, 567.871094
-727.783203, -814.208984, 378.906250
-1440.185547, -1369.873047, 623.046875
-1580.810547, -1294.677734, 467.773438
-1802.978516, -1342.529297, 632.324219
-1662.841797, -1008.544922, 569.824219
-1369.384766, -848.388672, 606.933594
-1164.306641, -640.380859, 718.261719
-903.564453, -368.408203, 520.996094
-305.419922, -412.841797, 605.957031
545.898438, -778.076172, 555.664062
972.656250, -1201.904297, 888.671875
-,-,-
691.406250, -300.537109, 107.910156
847.656250, -47.607422, 108.886719
928.710938, -29.052734, 340.820312
1209.960938, 195.312500, 612.304688
1453.125000, 457.031250, 688.476562
958.984375, 499.023438, 631.347656
546.386719, 375.976562, 350.097656
153.320312, 483.398438, 594.726562
-1265.869141, -535.888672, 938.964844
-1999.755859, -1305.419922, 701.171875
-1999.755859, -1587.646484, 973.632812
-1999.755859, -1113.037109, 460.937500
-1824.462891, -941.162109, 565.917969
-1343.994141, -490.478516, 679.687500
-1041.748047, -386.474609, 669.921875
-863.037109, -387.451172, 632.324219
-341.064453, -244.384766, 464.843750
400.390625, -621.826172, 464.355469
1233.886719, -1143.310547, 976.562500
-,-,-
889.160156, -309.326172, 436.035156
971.191406, -184.814453, 502.929688
1240.234375, 70.312500, 690.429688
860.839844, 24.414062, 807.617188
664.550781, 71.289062, 594.726562
395.019531, 117.187500, 766.113281
-349.365234, -333.740234, 826.171875
-892.822266, -618.896484, 618.164062
-1670.166016, -1066.162109, 303.222656
-1660.888672, -1053.466797, 554.687500
-1999.755859, -956.787109, 208.984375
-1999.755859, -880.615234, 198.242188
-1572.509766, -593.505859, 401.367188
-1328.857422, -493.896484, 635.742188
-961.181641, -379.638672, 648.437500
-342.529297, -439.208984, 384.765625
427.246094, -598.388672, 778.320312
1343.261719, -927.490234, 971.679688
-,-,-
97.167969, -615.966797, 198.730469
297.851562, -323.974609, 227.539062
610.839844, -57.861328, 40.527344
711.914062, 237.304688, 173.339844
1411.621094, 684.082031, 844.238281
1627.929688, 1009.765625, 985.351562
1185.546875, 969.726562, 759.277344
761.230469, 655.273438, 522.949219
150.390625, 710.937500, 740.722656
-1999.755859, -788.330078, 1067.871094
-1999.755859, -1918.701172, 904.296875
-1861.572266, -1738.037109, 1327.636719
-1751.220703, -1161.865234, 848.144531
-1512.451172, -947.021484, 507.812500
-1115.966797, -587.646484, 696.289062
-1124.267578, -552.490234, 536.132812
-840.087891, -327.880859, 351.562500
-196.044922, -451.904297, 533.203125
740.234375, -872.802734, 665.039062
1388.671875, -1144.287109, 1442.871094
-,-,-
409.179688, -336.669922, -46.142578
526.855469, 130.859375, -41.748047
1101.562500, 551.269531, 483.886719
1298.828125, 861.816406, 1096.679688
1374.511719, 1193.359375, 1227.539062
895.996094, 850.585938, 896.484375
159.667969, 724.609375, 763.183594
-1266.845703, -903.564453, 727.539062
-1999.755859, -1999.755859, 1080.078125
-1563.232422, -1849.365234, 1290.039062
-1553.466797, -1300.537109, 770.507812
-1727.783203, -970.458984, 464.843750
-1352.783203, -740.966797, 611.816406
-1235.595703, -467.529297, 557.617188
-865.966797, -345.458984, 684.570312
-431.884766, -277.099609, 628.417969
175.781250, -629.638672, 421.386719
741.210938, -1458.740234, 1332.031250
-,-,-
686.523438, -107.177734, 499.511719
1656.250000, 614.746094, 908.691406
1497.070312, 1041.992188, 703.125000
910.156250, 635.742188, 598.632812
-93.505859, 223.632812, 900.390625
-1044.677734, -959.716797, 803.710938
-1252.197266, -1471.923828, 1099.609375
-1864.990234, -1890.380859, 1003.906250
-1454.833984, -1314.208984, 723.632812
-1575.439453, -1206.787109, 554.687500
-1348.388672, -688.232422, 437.988281
-1182.373047, -550.537109, 732.421875
-976.318359, -396.240234, 679.199219
-763.916016, -330.810547, 621.093750
-98.388672, -442.138672, 751.953125
861.816406, -1160.888672, 873.535156
1453.125000, -948.974609, 1152.343750
-,-,-
448.730469, -438.232422, 181.640625
1127.929688, 139.648438, 320.800781
1353.027344, 524.414062, 731.445312
1133.300781, 432.128906, 848.144531
970.703125, 337.890625, 567.871094
343.261719, 257.812500, 717.285156
-1162.353516, -697.998047, 1053.710938
-1994.873047, -1572.021484, 722.167969
-1999.755859, -1542.724609, 907.226562
-1834.716797, -1188.232422, 890.136719
-1745.361328, -952.880859, 640.136719
-1208.251953, -657.958984, 758.789062
-1247.802734, -553.955078, 710.937500
-810.791016, -323.974609, 658.203125
-222.900391, -286.865234, 416.503906
166.503906, -572.021484, 497.558594
